scene	summary
s07e01_scene011_0878_0898	"Penny owns nine pairs of underpants. Sheldon doesn't want to know how many underpants she owns, but based on the floor of her bedroom, he'd say it's a thousand.
"
s07e04_scene014_1144_1151	"Raj was wrong. Girl is not interested. POP MUSIC PLAYS and no one is listening. This is worse than the previous one.
"
s07e12_scene009_0665_0685	"Leonard didn't get his part cut in the band. Penny and Leonard are going to talk about it in person. They are meeting at Leonard's place.
"
s07e06_scene009_0904_0924	♪ Ever since I met you you turned my world around ♪ You're my best friend and my lover ♪ We're like changing electric and magnetic fields ♪ You can't have one ♪ Without the other ♪ I couldn't have imagined ♪ How good my life would get
s07e16_scene000_0046_0066	"Penny is sitting on the floor. Raj offers her a seat, but she refuses. Bernadette and Amy suggest getting a dining room table for the room.
"
s07e20_scene000_0045_0065	"Leonard has been working on string theory for the last 20 years, but he's no closer to proving it than when he started. Sheldon has had a lot on his plate, because he's working on television.
"
s07e18_scene005_0431_0451	"Sheldon wanted to surprise her, but she didn't know they were coming. Sheldon will tell her how disappointed he is, but he has to tell her first.
"
s07e05_scene007_0983_1003	"Sheldon doesn't want to introduce himself as Amy's boyfriend to her as he's not sure what will set her off. She's a person who struggles with everyday social interactions.
"
s07e12_scene014_1073_1093	"Leonard can't sleep. Penny proposed to him, but he didn't say yes. He will talk to Sheldon about it later. He doesn't want to talk about it now.
"
s07e23_scene002_0198_0207	"Howard would like to play Polish music while Bernadette is carrying her to the toilet. She doesn't like it, because he's a putz.
"
s07e20_scene006_0588_0608	"Sheldon is looking through his textbooks for a new field of inquiry. He has a geology book. Leonard threw a children's party while Penny was in Texas.
"
s07e18_scene008_0823_0843	"Penny and Leonard will be together in 20 years. Stuart thinks Penny and Leonard are the best couple he knows. Amy and Bernadette don't understand why.
"
s07e17_scene005_0590_0607	"Penny had a mechanic's appointment at the mechanic. Leonard and Raj will go to Houston with Penny and Howard. Raj will buy plane tickets for them.
"
s07e24_scene010_0850_0870	"Leonard is worried about Sheldon, because he hasn't heard from him for a while. Penny is sure he's fine. Leonard knows Sheldon's password and can track his phone.
"
s07e05_scene004_0682_0702	"Sheldon is done with work and Leonard's not. Sheldon will drive Amy home. Amy can't leave now, because she's busy. Sheldon treated Amy badly in the cafeteria.
"
s07e16_scene000_0086_0106	"Sheldon explains to Penny and Leonard that Chaos theory suggests that even in a deterministic system, if the equations describing its behavior are nonlinear, a tiny change in the initial conditions can lead to a cataclysmic and unpredictable result. Leonard wants a table.
"
s08e20_scene001_0088_0108	"Raj got a lot of Girl Scout Cookies for Bernadette as a gift. Howard's father signed the title to the house over to Howard's lawyer.
"
s08e12_scene008_0870_0890	"Leonard is moving across the hall from Sheldon to live with him. Sheldon is not upset about it, but he is imagining a world without his best friend.
"
s08e11_scene010_0763_0783	"Howard killed a blue jay and it's not breathing. It's not the first time. When he was ten, he was playing in his backyard and sat on a bluejay.
"
s08e16_scene005_0368_0387	"Raj, Amy and Emily are going to an escape room. There's one downtown where they trap you in a room with a zombie. It's similar to what's happening with Penny right now.
"
s08e04_scene004_0427_0446	"Penny had a hook-up with a man. They kissed and they were naked, but it wasn't ahook-up. It was a kiss and a kiss.
"
s08e03_scene002_0192_0211	"Howard will play softball in front of a stadium full of people as part of Space Day. Bernadette will help him practice before he goes on the mound.
"
s08e06_scene000_0043_0063	"Leonard and Raj want to apply for a research team to work in abandoned salt mines. Penny had a panic attack when they went through the car wash.
"
s08e01_scene002_0252_0272	"Howard gave Raj a lift to work. Raj is having his windows untinted because he has a hot girlfriend and he wants to let the haters know that he has one.
"
s08e05_scene000_0003_0023	"Raj read that someone invented a way to convert your footsteps into electromagnetic energy so you can charge your cell phone while walking. Leonard, Howard and Sheldon had the same idea years ago, but they didn't do anything with it.
"
s08e06_scene000_0083_0093	"Bernadette, Leonard, Raj and Sheldon are making fun of them. Sheldon misses the old days when it was possible to tell when someone saw a ghost.
"
s08e10_scene004_0392_0412	"Howard, Leonard and Raj are talking about the number of random numbers on the bottle of champagne. Leonard thinks it could have been a breakthrough for him. Raj suggests pairing champagne with strawberries, caviar and oysters.
"
s08e18_scene009_0700_0720	"Bernadette, Howard and Raj are going to talk to her again, but Howard doesn't want to do it. He's never going to see her again.
"
s08e10_scene002_0201_0221	"Penny will come over to Dan's table. Bernadette is just parking the car. Penny didn't want to hire her and now she's the third best sales rep.
"
s08e11_scene001_0195_0198	Great, we're turning on each other. That's just what the bird wants us to do!
s08e20_scene011_0869_0889	"Leonard has a guy, but he doesn't have any money. Penny wants him to get some money. Wil will turn the radio off.
"
s08e16_scene012_0808_0827	"Amy, Leonard, Raj, Emily and Zombie spent $200 on six minutes of fun for six people. Emily and Leonard thought the puzzles would have been better.
"
s08e06_scene010_1014_1034	"Sheldon is having an internal struggle. Sheldon was a prodigy in the field of string theory, but now he's having an emotional struggle with dark matter.
"
s08e17_scene002_0229_0249	"Sheldon and Amy are looking for a new pet. Sheldon likes this one. Amy doesn't live in the same house as Sheldon, so he will have to move in with her.
"
s08e08_scene005_0608_0628	"Leonard doesn't want Sheldon to lose his virginity on prom night, because a lot of people lose their virginity on the night of the prom. Sheldon doesn't understand that.
"
s08e10_scene007_0601_0621	"Howard, Leonard, Raj and Prof Sharpe were cleaning out his office and found books full of numbers. The number 90 repeating is the number of calories in a yogurt. It's his food diary.
"
s08e04_scene005_0448_0468	"Sheldon, Leonard, Howard and Raj are thinking of ways to set their comic book store apart from the competition. Leonard suggests picking up kids from the store.
"
s08e12_scene007_0715_0735	"Amy is working in the hookers and whores division at work. Penny doesn't want to force her to do anything. Amy promised herself, if she ever got friends, she would not do that.
"
s08e01_scene011_0827_0829	"Dan and Penny are not going to tell her about this. Penny doesn't want to know about it, but Dan convinces her it's the right thing.
"
s08e03_scene000_0023_0043	"Penny wants Leonard and Howard to go outside and play baseball, but Leonard is practicing. The Angels wanted an astronaut to throw out the first pitch, so they called Howard, but he wasn't available.
"
s08e14_scene010_0939_0959	"Leonard will call Stephen Hawking. Sheldon and Leonard will find out what this loser's ever accomplished. Sheldon and Leonard are going to find it out together.
"
s08e02_scene005_0504_0524	"Howard would like to take Sheldon's calculus class. Sheldon would like him to tell him that the famous cookie named after Newton is wrong and he should throw it away.
"
s08e11_scene010_0783_0803	"Howard killed a bird and tried to bring it back to life with electricity, but it caught on fire. Leonard will do CPR on the bird, but Howard won't.
"
s08e20_scene001_0108_0123	"Howard doesn't know where he is, but he would make a good Ringo if he had your nose and haircut. Raj thinks he'd make a killer Ringo.
"
s08e15_scene003_0337_0357	"Howard wants his mother to put the art he made for her in third grade and the ribbon he got in swim class in the den where it belongs. Stuart doesn't like it.
"
s08e14_scene008_0831_0835	"Sheldon feels he shouldn't have taken this into the real world, but Leonard doesn't know it's not a good idea. He doesn't understand it.
"
s08e18_scene010_0757_0777	"Howard, Sheldon, Leonard and Bernadette are having dinner tonight. They are going to have good food, good friends, and some heartburn around midnight.
"
s08e06_scene006_0757_0769	"Raj and Sheldon are going to watch Miley Cyrus next. Sheldon feels like a miner who mines his poor bones. He feels sorry for the miner.
"
s08e17_scene007_0638_0641	Did that feel good? You feel like a big man now?
s08e05_scene008_0885_0905	"Leonard, Sheldon and Raj agree that whenever someone takes them off topic, they get their arm hair yanked off. If not, they will take a vote.
"
s08e16_scene002_0240_0252	"Raj, Leonard, Amy and Howard will go out together. Raj will text Howard and Bernadette when their plane gets in. He didn't say anything about the funeral.
"
s08e11_scene007_0575_0595	"Bernadette got a sweater from Howie. Sheldon thinks it's not good enough. Amy's favourite books are Chaucer's and French movies.
"
s08e03_scene003_0301_0314	"Penny drinks Sauvignon Blanc and she doesn't have a problem with it. Amy and Leonard are surprised that Penny would talk that way to Sauv winemaker's wine.
"
s08e06_scene005_0650_0670	"Bernadette brought a lot of assets into the relationship. Howard bought the last Star Trek collector plate on eBay without asking Bernadette. It was a mint condition Scotty from a smoke-free home.
"
s08e11_scene009_0694_0697	"Sheldon wants to make sure he sent the correct label to the photographer and Santa. Sheldon sent them both a smile and aHo, ho, ho.
"
s08e04_scene010_0881_0894	"Amy thinks it's a terrific idea. Sheldon will let her know about their van when he tells her about it. She will be very happy about that.
"
s08e17_scene010_0829_0849	"Raj broke the drawer on Emily's night stand when he was looking around in the hospital and he found her night stand. He was looking for something.
"
s08e08_scene000_0083_0085	True. Sorry, kid, you've got it worse than a gibbon.
s08e01_scene013_1062_1064	"Howard and Stuart are having a party in Howard's house. It's in his house. Stuart is in the house. Howard is in Stuart's house too.
"
s08e10_scene011_1037_1051	"Leonard and Sheldon are celebrating Sheldon's birthday. Sheldon doesn't want to drink the pop, he just wanted to hear the pop. He knew it was coming.
"
s08e14_scene000_0023_0043	"Leonard is working on a detector for superfluids. Penny wants to talk to him about it, but he doesn't want to talk about it.
"
s08e12_scene000_0163_0166	"Amy has unnaturally brittle ankles. Penny wants to know if there's any part of Amy's body that's normal. Amy doesn't have any normal parts.
"
s08e10_scene006_0538_0558	"LeVar Burton will delete his contact information and watch Sheldon delete LeVar's contact information. Sheldon portrayed George Washington Carver in honor of Black History Month in a tribute that his roommate called 'wildly racist'.
"
s08e02_scene012_1098_1118	"Howard, Leonard and Raj are discussing the Rhombicosidodecahedron, which Archimedean solid has 20 regular triangular faces, 30 square faces, 12 pentagonal faces, 60 vertices and 120 edges. They are wondering why girls didn't like them in high school.
"
s08e03_scene007_0564_0584	"Sheldon is assigning random numbers to things based on his opinion. Spider-Man is a nine, a four and a hundred. French fries have three variables-- crispiness, saltiness and shape.
"
s08e11_scene010_0723_0743	"Howard has to take the pin out. Leonard and Raj miss the blanket now, so Howard needs to take it out on the next three tries.
"
s08e18_scene011_0822_0842	"A salon is a gathering where intellectuals entertained each other with sparkling conversations about issues of the day. The View is a daytime talk show hosted by women. It features Whoopi Goldberg.
"
s08e15_scene006_0645_0665	"Leonard and Raj are picking up an order for Comic Center. They see Nathan Fillion and feel a connection with him, because he picks tomatoes out of his salad like Raj does.
"
s08e10_scene001_0151_0171	"Leonard is throwing out Sheldon's work. Howard's dad used to have a pen like that. Howard dated it all through sixth grade. Raj's bathing suit falls off.
"
s08e04_scene007_0621_0641	"Sheldon and Howard would like to have their own store. They will get to see all the new stuff before it hits the shelves and have fun interactions with their customers. Sheldon says things like that all the time.
"
s08e16_scene010_0703_0704	no refund for finish early!
s08e11_scene010_0823_0843	"Leonard, Howard and Raj are trying to get Slim Jim outside. Slim Jim blinked his eyes and his wing moved. It's a Hanukkah miracle.
"
s08e20_scene009_0759_0779	"Amy will enter through the side of Sheldon's house. Sheldon has just finished hanging the lights and wants Amy to come in. She will have to enter through Batman's side.
"
s08e24_scene001_0158_0162	"Emily doesn't want Raj to do that. Stuart doesn't have to do it, but it's too late for him. He has no returns.
"
s08e14_scene007_0705_0709	You know, there was a time when I was alone and had no friends. I'm starting to miss that.
s08e05_scene002_0337_0357	"Raj, Leonard, Sheldon and Howard are going to watch Back to the Future II. Raj will make popcorn and they will watch the movie together.
"
s08e06_scene002_0323_0343	"Sheldon and Raj are going to recreate the conditions of the mine. They will have to do their business in a bucket. When Howard was training to go to space they put him in a simulated environment.
"
s08e01_scene014_1087_1107	"Sheldon was robbed of his phone and pants, but he came back stronger and whiter than Gandalf the Grey who fought the Balrog and emerged stronger than ever.
"
s08e03_scene012_0891_0911	"Leonard, Raj, Penny and Sheldon are going to watch the game. They will see their friend throw out the first pitch, have a hot dog, and then watch it.
"
s08e04_scene011_0939_0958	"Penny and Raj are both gorgeous. Raj is looking for a man who could bed both of them. Penny has been alone for most of her adult life.
"
s08e14_scene008_0811_0831	"Leonard, Raj and Sheldon will meet him face-to-face anytime, anywhere. He's trying to video chat with them. Sheldon is angry.
"
s08e02_scene009_0871_0891	"Penny wants Amy to go over the stuff Bernadette gave her. Amy will call Penny later if she decides she's a bitch or if she's just trying to help.
"
s08e12_scene004_0430_0450	"Penny and Sheldon will have their mom send them pants from the Walmart in Houston. There is no cell service in here, so they will have to rely on a man who understands Sheldon's style.
"
s08e11_scene000_0063_0083	"Amy is planning a Victorian Christmas dinner for Sheldon, Raj, Howard, Bernadette and Penny. Sheldon doesn't want to go for it, because he doesn't like the theme.
"
s08e17_scene012_0939_0959	"Amy will give Sleepy Time tea to the turtle. Sheldon will withdraw his application and get a turtle as a consolation gift from Amy. She will give him a turtle instead.
"
s08e20_scene004_0263_0283	"Howard grew up in this house. Bernadette will bring a wrecking ball when he's at Comic-Con. Raj wants to destroy the indoor fire pit.
"
s08e08_scene011_0969_0974	"Bernadette wants Howard to get off of him. Howard won't until he stops humping his way up his family tree, which is Bernadette's family tree.
"
s08e18_scene011_0982_1002	"Leonard thinks he's better than everyone in the whole world, including those fighting for our freedom. Sheldon supports our boys overseas and girls. Amy supports them too.
"
s08e16_scene009_0584_0604	"Penny and Shedon are having fun with Sheldon. Sheldon has an intelligence that Shedon envy. He is not academically inclined, but he possesses an intelligence he envy.
"
s08e03_scene012_1071_1091	Okay, booing isn't gonna make it go any faster!
s08e06_scene005_0610_0630	"Leonard, Penny and Bernadette had a meeting with Howard and Penny. Penny and Leonard are engaged. They want to know how to handle money as a couple.
"
s08e17_scene008_0685_0705	Sheldon (on video)I'm exceedingly smart. I graduated college at 14. While my brother was getting an STD I was getting a PhD. Penicillin can't take this away. Being in close quarters, cleanliness is important and... my hygiene is impeccable. In fact, animals don't trust me
s08e04_scene001_0102_0122	"Stuart is still living with Howard's mom. His mom got him seven HBOs, which is more than he had in his whole life in that house.
"
s08e15_scene003_0317_0337	"Stuart stayed at Howard's mom's to help him with the removal of his mother's furniture. He couldn't have done it otherwise, so he thanks his mom.
"
s08e10_scene003_0332_0352	"Sheldon is out to make a quick buck and wants to take Amy for a dip. Amy doesn't want to go, but the purple flag indicates that marine pests, such as jellyfish are present.
"
s08e11_scene010_0703_0723	"Leonard will shoot the fire extinguisher and get him airborne. Howard will wave the blanket and guide him towards the exit. Raj will open the curtain so he can fly out.
"
s08e14_scene001_0170_0190	No ♪ Our whole universe was in a hot, dense state ♪ ♪ Then nearly 14 billion years ago expansion started... Wait! ♪ ♪ The Earth began to cool ♪ ♪ The autotrophs began to drool, Neanderthals developed tools ♪ ♪ We built the Wall ♪ ♪ We built the pyramids ♪ ♪ Math, Science, History, unraveling the mystery ♪ ♪ That all started with a big bang ♪ ♪ Bang! ♪ ♪ The Big Bang Theory 8x14 ♪ The Troll Manifestation Original Air Date on February 5, 2015
s08e06_scene004_0548_0568	dampness, hatches, ladders, darkness, echoes, and eliminating in Home Depot buckets. That last one is quite new, but I have a feeling that's gonna rocket to the top of the list.
s08e20_scene008_0712_0732	"Penny found a new job where she's making decent money. She makes twice what Leonard makes. Leonard's fiancée makes way more money than he does.
"
s08e14_scene007_0665_0685	"Penny found it. It was just past dawn on the prairie. Amelia prepared to do her chores. Something about this morning felt different to her.
"
s08e11_scene000_0043_0063	"Amy wants to do a traditional Victorian Christmas. Sheldon doesn't like English pudding. Amy is going to invite Raj and Sheldon's father. Sheldon is not going.
"
s08e05_scene000_0083_0103	"Sheldon, Leonard, Howard and Raj are sexting. They want to have their own science retreat. Sheldon doesn't want to go to a cabin in the woods.
"
s08e01_scene002_0272_0292	"Howard wants to pop in and check on Ma's to make sure she's okay. Stuart was looking after her, but now that her cast is off, he's moved out.
"
s08e03_scene007_0544_0564	"Sheldon is jealous of Amy's relationship with Leonard. Amy is allergic to avocado. Leonard thinks it's silly for Sheldon to compare relationships like they're something that can be quantified.
"
s08e08_scene005_0528_0548	"Leonard teaches Sheldon how to wear a clip-on for his prom. Sheldon wants to do it correctly as it's his first prom and he wants to make sure he wears the clip-ons correctly.
"
s08e24_scene011_0764_0783	"Stuart may sell comic books at work, but the real superheroes are sitting right in front of him. Howard's middle name is David, so Stuart should go.
"
s08e20_scene008_0732_0752	"Wil, Leonard and Penny are listening to a podcast. Leonard is still paying off his college loans. He has a doctorate and a PhD. His fiancée makes more money than him.
"
s08e04_scene003_0297_0317	"Howard, Leonard, Sheldon and Raj will buy four-ply toilet paper for Stuart. They will also put up the rest of the money for Stuart's toilet paper.
"
s08e18_scene002_0313_0327	"Leonard doesn't know the difference between Ditko and Dits. Sheldon is trying to help him, but Leonard is forgettable and can't remember any examples.
"
s08e17_scene010_0809_0829	"Raj has two more nails to put in Emily's eyes. He doesn't want to deal with it, because Emily is going to know about it.
"
s08e12_scene009_1029_1049	"Raj's car has been dinged. He's angry because his life is hard right now. His parents are going through a divorce, a space probe might be destroyed, his dog's hair has been cut, and the guy who cuts his dog’s hair gave her bangs.
"
s08e10_scene012_1083_1089	"Sheldon was born in Germany and wants to talk to her about German flags. She's not interested in that topic. Sheldon thinks she should listen.
"
s08e06_scene001_0201_0221	"Penny paid for the frame with Leonard's money and got a massage. She doesn't need the car, so she will give it back to him.
"
s08e06_scene004_0488_0508	"Amy spent three days pledging a sorority at a university when she was an undergrad. She didn't get in. Sheldon's research shows that there are steam tunnels below this access point.
"
s08e02_scene001_0179_0199	"Mrs Davis wants to promote Sheldon to junior professor and pay him more money. Sheldon is currently paid under a grant to research string theory. If Sheldon is promoted to professor, he will be able to choose whatever field of research he wants.
"
s08e17_scene005_0506_0520	"Leonard and Penny were watching Netflix. They are going to do this. Penny will get the paint, Leonard will rest for 30-40 minutes, and then they will do it.
"
s08e03_scene008_0673_0675	Heads up! Watch out!
s08e16_scene012_0788_0808	"Raj, Emily, Zombie and Amy are looking for the key to the door. Amy has a brother and a father, so if she doesn't have a brother, then she has a father.
"
s08e14_scene000_0043_0063	"Penny didn't write 'superfluid helium' on a napkin for nothing. Leonard is pausing for dramatic effect, so Penny would like to keep it moving.
"
s08e24_scene016_0881_0901	"Leonard wants to tell Penny one thing so they can go into this with no secrets between them and have no regrets. He wants to make sure there are no surprises and no surprises.
"
s08e10_scene003_0292_0312	"Sheldon, Kripke, Betsy Ross and Amy are playing a speed round of Flag or Not a Flag. Betsy Ross is working on a flag.
"
s08e15_scene003_0357_0377	"Stuart doesn't like Howard's clown art and wants him out of his store. Bernadette and Leonard will go and get the food for the party.
"
s08e14_scene002_0219_0239	"Leonard and Sheldon wrote a paper on their idea. Sheldon cooked Sheldony goodness in the Easy-Bake Oven and cooked it in the oven.
"
s08e11_scene013_0980_1000	"Amy loves Sheldon's gift. Sheldon is happy for Amy and wishes her a happy holidays. Amy loves it. Sheldon didn't get anything for Amy, he got nothing.
"
s08e01_scene015_1151_1171	"Sheldon sent Penny and Leonard pictures from his trip. Sheldon's phone got stolen, but luckily all his photos got backed up to the Cloud. Sheldon didn't sit in the seat he was supposed to sit in.
"
s08e08_scene000_0043_0063	"Leonard doesn't rule out the dating. The gibbon is the only member of the ape family not classified as a great ape. All the non-human apes are classified as great apes, except the gibbon.
"
s08e04_scene012_0981_1001	"Bernadette wants to reopen the store. Stuart's mother has already given him the money for it. Howie will put up some money to help Stuart reopen the shop.
"
s08e20_scene003_0234_0240	As far as you're concerned, I'm smiling. Although, I must admit, I'm smiling a little bit at the moment because this loophole is so brilliant.
s08e10_scene011_0977_0997	"Leonard spent the day throwing out a man's entire career and not a single person cared enough to comment on the last episode of Fun with Flags.
"
s08e05_scene003_0382_0402	"Penny wants to go downstairs, get a bucket of margaritas and dance until she vomits. Her field ride has been moved to Monday, so she only has two days to study.
"
s08e17_scene002_0289_0297	"Amy wouldn't have approved of Sheldon's choice. Giuseppe agrees with Amy's decision. She sent him a label with the label ""C99"" on it.
"
s08e20_scene004_0303_0310	"Howard's half-brother, Guy, is saying he's his half- brother. Bernadette thinks it's weird things are happening out here.
"
s08e16_scene015_1095_1103	Gary Con-- do we fly or drive? Do we wear costumes? And if so... who gets to be Gary?
s08e01_scene006_0506_0526	"Mrs Wolowitz can't find her glasses. She might have left them on her head or in her neck. Howard's mother would have talked to him about that.
"
s08e11_scene000_0003_0023	"Sheldon's parents hired divorce attorneys. Sheldon would not hire She-Hulk, because she's a lawyer. Penny is going to congratulate Sheldon on that.
"
s08e15_scene010_1106_1126	"Amy and Penny didn't like her yelling. Sheldon didn't care for her yelling, but now that he's not going to hear it again, he's sad. Leonard and Penny will have a toast.
"
s08e18_scene003_0429_0439	"Howard, Bernadette and Raj are going to have a last meal with Ma. They're going to eat a lot of ketchup and have enough ketchup to cover everything.
"
s08e06_scene000_0003_0023	"Penny got a couple new outfits for work. Bernadette likes Penny's suit. Leonard's fiancée doesn't flirt with doctors. Amy can see down Penny's shirt.
"
s08e12_scene009_1009_1029	"Raj walks into the temple and realizes that whatever happens, it's okay, because he's part of an immense pattern. The universe is working its will through us.
"
s08e03_scene010_0764_0784	"Howard is going to perform on YouTube for a good cause, but he's worried about the kids who will be watching him. Mike tells him to not worry.
"
s08e02_scene005_0584_0604	"Sheldon wants to know what is the correct interpretation of quantum mechanics. Howard believes in the Many Worlds Interpretation. Sheldon went to school for a couple more years than Howard.
"
s08e06_scene009_0947_0967	"Penny and Leonard are going to get married before they get married. Leonard doesn't want money to come between them. Howard made the bed. Bernadette is being bossy.
"
s08e17_scene008_0725_0745	"Leonard and Sheldon found peanut brittle in a suspicious can. Sheldon advises Leonard to open it and check if there's any peanut brittle left in it.
"
s08e14_scene010_1019_1020	Yeah, you keep setting me up for failure.
s08e03_scene000_0063_0075	"Leonard, Penny, Howard, Raj and Raj are waiting for Penny to throw one at him. Penny and Howard are not outside, because they are not feeling well.
"
s08e04_scene000_0063_0073	"Raj is not going to drop his friends just because he's in a relationship. Leonard and Raj are worried that she might not like them. Raj doesn't care.
"
s08e06_scene010_0994_1014	"Rajj and Sheldon are taking simulated instrument readings. Sheldon is feeling claustrophobic. Sheldon feels like he can't breathe. Sheldon and Raj will not stop.
"
s08e11_scene014_1066_1086	"The next game is called Hot Boiled Beans. One person is sent out of the room while the others hide a small item. They invite the first person back by saying, 'Hot boiled beans and bacon for supper, hurry up before it gets cold'.
"
s08e15_scene006_0665_0685	"Raj and Leonard want to get Captain Reynolds from Firefly to do a signing at Stuart's store. Leonard doesn't want to talk to him if he's not nice.
"
s08e14_scene011_1082_1102	'She turned away, 'wiping her eyes. 'She couldn't bear to watch 'her one chance at true love disappear forever. 'Then... she felt a strong hand on her shoulder 'spin her around. 'It was Cooper. Yes! ''What about the future?' asked Amelia. 'He looked deeply into her eyes and whispered,
s08e16_scene009_0604_0624	"Shedon would choose the ability to read people's minds. Penny can read men's minds, but only because it's usually the one thing. Sheldon and Shedon are all alike.
"
s08e02_scene002_0252_0272	"Penny saw Bernadette the other night. Amy feels uncomfortable talking about her like this. Penny needs a break from her. There is some research that indicates thatBernadette might be anorexic.
"
s08e10_scene000_0064_0082	"Amy and Sheldon are discussing the episode 'White Flags Wavin' 'Em and Why?' that Sheldon watched. Sheldon liked it very much and recommends the episode to Amy.
"
s08e05_scene005_0646_0657	"Amy will show Bernadette the divot in her spine. She was born with it and it makes her leg kick. It's okay, it's okay.
"
s08e06_scene001_0121_0141	"Leonard's favorite video game is called Shadow of the Colossus, but the new version for PS3 is not as good as the first one. It's about yoga.
"
s08e20_scene008_0672_0692	"Penny wants to audition for a Kevin Smith movie. Leonard doesn't want to give her back the juice. Kevin is hanging up now, so Penny can audition herself.
"
s08e11_scene002_0240_0260	"A bird got into the clean room of Raj's experiment. Dr Koothrappali doesn't want him to come to the university, because he had a long flight and he needs to relax.
"
s08e14_scene008_0751_0771	"Cooper and Hofstadter resorting to juvenile attempts at humor to back up their ridiculous paper. They work at Cal Tech, a technical school, where even the physicists are engineers.
"
s08e01_scene013_1022_1042	"Howard doesn't like Stuart's life choices, but it's Howard's house, it's his rules. Stuart doesn't want to change his life choices.
"
s08e03_scene003_0261_0281	"Amy and Sheldon have a superior relationship to Leonard and Penny's. They will never have a relationship as good as theirs, because they will never be able to have one as good.
"
s08e02_scene006_0622_0642	"Amy had drinks with Bernadette and Penny. Penny called her to complain about her. Sheldon is preparing his lesson plan for Howard. Amy loves high school.
"
s08e04_scene003_0337_0343	"Sheldon and Leonard discuss how to put the money in the bank. Leonard thinks it's not that bad. It's step three to put in the money.
"
s08e17_scene004_0431_0451	"Raj was looking in it. He needs to answer a question before she gets back. Howard is going to let him know what to do with it.
"
s08e12_scene003_0389_0403	"Raj is happy, because he made it two out of three. Howard is not. He is not a scientist, but he is a good scientist.
"
s08e10_scene001_0131_0151	"Leonard, Howard and Raj are going to throw away all the papers in a box. Raj has a pen that proves gravity and a bathing suit falls off of a woman.
"
s08e02_scene005_0484_0504	"Sheldon has a reputation for being obnoxious, so he brought cookies for everyone. He brought Fig Newtons. Sheldon will focus on dark matter now.
"
s08e11_scene009_0674_0694	"Santa will send Sheldon a picture of him on his lap as a way to punish Sheldon's girlfriend for making him celebrate Christmas. Sheldon is dating Santa.
"
s08e17_scene012_0959_0979	"Amy wants Sheldon to withdraw his application. Amy and Sheldon are planning their future together. Sheldon has seen people make long-distance relationships work. Sheldon and Amy are on the same planet.
"
s08e20_scene011_0849_0869	"Penny has a diversified portfolio of stocks and bonds. She's young and she can afford to take some risks. Leonard doesn't have any money.
"
s08e14_scene001_0110_0130	"Leonard could have set Newton's gravitational constant to one and the whole thing reeks of blueberry. Sheldon doesn't like the scented markers.
"
s08e14_scene004_0426_0446	"Leonard and Sheldon are going to defend their work. Leonard has changed his mind about the paper and will defend it. Sheldon will defend the paper too.
"
s08e14_scene000_0003_0023	"Leonard is building a particle detector using superfluid helium. He wants to take Penny right here on the table, but the table can't support both their weight.
"
s08e02_scene011_1038_1058	"Bernadette and Penny will go out for a drink tonight. Amy will join them. Penny will call Amy to find out if she wants to go out with them.
"
s08e20_scene007_0593_0613	"Bernadette wants Raj to help with the coffee. Raj will learn more about Bernadette's work around sea animals. Howard has a new brother.
"
s08e16_scene013_0849_0869	"Penny didn't know that Sheldon doesn't enjoy getting presents. Sheldon wants to do an experiment as part of his experiment. He doesn't want to give any presents.
"
s08e01_scene000_0084_0104	"All Sheldon's possessions were stolen while he was sleeping in his sleeper car. Sheldon wears pajamas because he recently adopted a hobo lifestyle and they are his sleep-pants.
"
s08e10_scene005_0453_0473	"Dan has a seven-year-old grandson. Bernadette remembers him from the picnic. He was the one crying like a wuss the whole time.
"
s08e03_scene006_0455_0475	"Bernadette explains to Howard how to throw a ball. Howard finds it hard. He doesn't want to listen to Bernadette's advice.
"
s08e12_scene003_0309_0329	"Raj and Howard are waiting for another two hours for Howard to come back from the space station. Howard was in the Soyuz capsule returning from space. Raj is impatient.
"
s08e06_scene013_1190_1210	"Raj was trying to help Sheldon, but he ran away and left him to fend off a family of rats. Sheldon is angry at him.
"
s08e11_scene002_0260_0267	"Dr Koothrappali is going to leave him here because the woman never cleaned up after 40 years of marriage. Penny and Raj are worried about it.
"
s08e03_scene008_0653_0673	"Bernadette, Raj and Howard are talking about him. He's getting better. He might cancel the meeting with Bernadette and Howard, though.
"
s08e06_scene010_1034_1054	"Sheldon was a prodigy of string theory. Now he's in his 30s and he's back at square one. Raj thinks of Sheldon when he's scared.
"
s08e14_scene002_0279_0299	"Leonard and Sheldon are going to click together on the mouse to send a message to each other. They will do it one after the other.
"
s08e05_scene011_1064_1084	"Penny doesn't want to go to the pool, because it's bright out and she should close the curtains. Only nerds and losers stay in the room, so Penny won't go.
"
s08e17_scene002_0249_0269	"Amy will stay with Sheldon when he's at Comic-Con or away for work. Sheldon applied to be one of the first to go to Mars.
"
s08e14_scene002_0299_0306	"Leonard and Sheldon did it. Sheldon's tongue is blue. Sheldon doesn't want to talk about it, so Leonard won't tell him about it.
"
s08e18_scene004_0461_0481	"Penny is taking Leonard shopping to cheer him up. Leonard doesn't like shopping. He would rather control a helicopter with an iPad. He doesn't know what to do with it.
"
s08e11_scene000_0083_0103	"Penny and Raj don't like the way they explain the history of the universe. It all started with a big bang, when the universe was in a hot state.
"
